type,year,authors,title,venue
revues,2000,Ibrahim Amr Helmy,Fonction et traduction des répétitions dans le Coran: modulation du même versus dissimilation dans la construction du sens,"Traduire reprises et répétitions, (Amr Helmy Ibrahim &amp; Hassane Filali éds), Annales Littéraires de l'Université de Besançon, 675 (Hors série), Besançon/ Paris : Presses universitaires Franc-Comtoises / Les Belles Lettres, 131-161"
revues,2000,Ibrahim Amr Helmy,Reconstruction de la langue par reformulation: la rencontre de Moïse et de Pharaon rapportée par le Coran,"Lexique, syntaxe et sémantique, BULAG, (Mélanges offerts à Gaston Gross à loccasion de son 60e anniversaire), Besançon: Presses de lUniversité de Franche-Comté, 445-464"
revues,2000,Patrin-Leclere Valérie,Presse écrite : les effets dune nouvelle culture pub,"Les écrits de limage, n° 28, , 1999"
revues,1999,Jeanneret Yves. et Souchier Emmanuel,Pour une poétique de lécrit décran,"Multimédia en recherche n° 6, Xoana, Paris, Jean-Michel Place, 97-107 1998"
revues,1998,Chervin Jacqueline,Est-ce que vous avez la bonne image sur votre écran ou le traitement du 25ème anniversaire des premiers pas sur la Lune dans le journal télévisé,"CHEVEIGNÉ, S. de (dir.), “Sciences et médias“, n° 21, Hermès, CNRS éditions, 67-77"
revues,1998,Desclés Jean-Pierre,"Transitivité syntaxique, transitivité sémantique","La transitivité, ed. André Rousseau, Septentrion, Presses universitaires, 162-180"
revues,1998,Desclés Jean-Pierre,"Primitives, types, schèmes sémanttico-cognitifs et polysémie verbale","Sémantique du verbe : Etat de la question, ed. F. Cordier, J. François, Jean-Emmanuel Tyvaert, 49 -62"
revues,1998,"Desclés Jean-Pierre ; Flageul Valérie, Kerenbosh Chritiane, Meunier Jean-Marc, Richard Jean-François","Sémantique cognitive de l’action , I. Contexte théorique","Langages, n° 132, , 28-47 [ ] 1997"
revues,1997,Desclés Jean-Pierre,Systèmes d’exploration contextuelle,"Co-texte et calcul du sens, (Claude Guimier),, Presses de l’universitaires de Caen, 215-232 [ ] 1996"
revues,1996,Desclés Jean-Pierre,"Appartenance/inclusion, localisation, ingrédience et possession","Faits de Langues n°7, Ophrys, [ ]"
revues,1996,Jackiewicz Agata,L'expression lexicale de la relation d'ingrédience,"La relation d’appartenance, Faits de langues, n° 7, Ophrys, Paris., [ ] 1995"
revues,1995,Biskri Ismail,Logique combinatoire et linguistique : grammaire catégorielle combinatoire applicative,"Revue ""Mathématiques, informatique et Sciences Humaines"", N°32, , 39-68 1993"
revues,1993,Gorgatchev Bissera,Tipove kalki v blgarskija-anglijski meždinen ezik (Types de calques dans la langue intermédiaire bulgare-anglais),"Linguistique contrastive, 2, , 5-14 1991"
revues,1991,"Berri Jawad, Maire-Reppert Danièle, Oh Hyun-Gum",Traitement informatique de la catégorie aspecto-temporelle,"TA Informations, n°1, , 77-90 [ ]"
revues,2008,"Desclés Jean-Pierre, Guibert Gaell",Jonas ou la volonté de dialoguer,"Sémiotique et Bible, N°126 et 127, , 34-63 et 40-67"
revues,2008,Merkoulova Inna,Une vieille idée russe renouvelée en France : polyphonie et dialogue des cultures,"numéro spécial Revue russe, à paraître, Association française des russisants - Institut d’études slaves, Paris"
revues,2008,Merkoulova Inna,L’avant-garde fantastique de Sigismund Krzyzanovski,"Kitch et avant-garde, numéro spécial Prothée, Québec, 2006"
revues,2006,Guibert Gaell,Quels présupposés des méthodes de traduction et d’analyse des textes bibliques ?,"Sémiotique appliquée 18, , 2004"
revues,2004,"Bonaccorsi, J. et Labelle Sarah.","Analyser les transformations des objets empiriques : nouveaux regards, nouvelles méthodes","Konex, n° 2,"
revues,2004,"Cotte Dominique. et Despres-Lonnet, M","Le document numérique comme lego ®, ou la dialectique peut-elle casser des briques ?","Information, interaction, intelligence,, , 2002"
revues,2002,Cotte Dominique,"L'approche néophyte de la page web, ou, «Mais où je clique là ?»","Les Dossiers du numérique, vol 3, n° 3, , 2001"
revues,2001,Jeanne-Perrier Valérie,Que devient la relation lecteur-journal quand la presse saffiche sur les écrans dinternet,"Les écrits de limage, 31,"
revues,2004,Porhiel Sylvie,Linguistic controls that are used to assess a readers's understanding,"Journal of pragmatics 36, , 1009-1035 2001"
revues,2001,Jaccarini André,A modifiable structural editor for arabic processing,"ACL Toulouse, , 1999"
revues,1999,Jeanneret Yves,"Pérennité, textualité, trivialité : la mémoire sociale comme besoin du texte","Texte, n° 25/26,, Toronto, Trinity college UP, 23-46 1995"
revues,1995,Desclés Jean-Pierre,Intelligenza artificiale e Linguaggio Naturale (Reflessioni epistemologiche),"Interpretazioni attuali dell'uomo : Filosofia, Scienza, Religione, Guida editori, 145-186 1987"
revues,1987,Gorgatchev Bissera,Sluai na nesglasuvane na glagolnite vremena v anglijskja ezik (Cas de non-concordance des temps grammaticaux en anglais),"Recueil d’articles à l’occasion du dixième anniversaire du Centre d’acquisition des langues étrangères, Institut des étudians étrangers, Sofia, 18-32"
communications,2010,"Alrahabi Motasem, Desclés Jean-Pierre, Suh J.-Y.",Direct Reported Speech in multilingual texts: Automatic annotation and semantic categorization,"Actes de FLAIRS 2010, Florida, USA, [ ]"
communications,2010,"Arena Aurélien, Desclés Jean-Pierre",A Formal Ontology for a Computational Approach of Time and Aspect,"IceTAL 2010, 7th International Conference on Natural Language Processing, [ ]"
communications,2010,"Bogacki K., Gwiazdecka Ewa",Grammatical categories for Polish resources in NooJ,"Proceeding of NooJ 2009 International Conference, Finite State Language Engineering, Ben Hamadou A., Mesfar, S., Silberztein M. (eds.), Tozeur, Tunisia, 79-91"
communications,2010,"Danis J., Meunier J.-G., Chartier J.-F., Alrahabi M., Desclés J.-P.",Classification automatique et stratégie d’annotation appliquées à un concept philosophique: la dimension psychologique du concept de LANGAGE dans l’œuvre de Bergson,"Actes de JADT 2010, Rome, Italie, [ ]"
communications,2010,Daynovska Denitsa,"L’acquisition de propriété exprimée par des préfixes : analyse sémantique de v- et iz- en bulgare, en- et ex- en français","La problématique des catégories verbales dans les langues romanes. Actes du Colloque international organisé par le Département d’études romanes, Université de Sofia, 25-27 février 2005, 227-239"
communications,2010,"Desclés Jean-Pierre, Le Priol Florence, Alrahabi Motasem, Atanassova Iana, Bertin Marc",Fouille sémantique des thèses en ligne : un projet de Paris-Sorbonne,"Traitement automatique des langues naturelles, analyses et applications, 78e congrès de l'ACFAS, Montréal, 10-14 mai"
communications,2010,"Desclés Julien, Makkaoui Olfa, Hacène Taouise",Detection of speculations in biomedical texts: new perspectives and large-scale evaluation,"Proceeding of NeSp-NLP workshop, Sweden, 32-40 [ ]"
communications,2010,"Loth Romain, Battistelli Delphine, Chaumartin François-Régis, de Mazancourt Hugues, Minel Jean-Luc, Vinckx Axelle",Linguistic information extraction for job ads (SIRE project),"Actes 9th international conference on Adaptivity, Personalization and Fusion of Heterogeneous Information, Paris"
communications,2010,"Passant Alexandre, Bojars Uldis, Breslin John G., Hastrup Tuukka, Stankovic Milan and Laublet Philippe","An overview of SMOB 2: Open, Semantic and Distributed Microblogging_Poster","in 4th Int'l AAAI Conference on Weblogs and Social Media, Washington, May 2010"
communications,2010,"Stankovic Milan, Wagner Claudia, Jovanovic Jelena, Laublet Philippe",Looking for Experts? What can Linked Data do for You?,"LDOW (Linked Data on the Web), WWW 2010 Workshop, Raleigh, April 2010"
communications,2010,"Stankovic Milan., Rowe Matthew and Laublet Philippe",Mapping Tweets to Conference Talks: A Goldmine for Semantics,"Proceeding of the Third Social Data on the Web Workshop SDoW2010, collocated with the International Semantic Web Conference ISWC2010, Shanghai, China, November, 2010"
communications,2010,"Teissèdre Charles, Battistelli Delphine, Minel Jean-Luc",Resources for Calendar Expressions Semantic Tagging and temporal Navigation through Texts,"Actes LREC’10 (Language Resources and Evaluation), Malte, 19-21 mai, 10 pages"
communications,2010,"Teissèdre Charles, Battistelli Delphine, Minel Jean-Luc",Du texte au portail sémantique : cas d'utilisation lié à des données temporelles,"Actes des 21èmes Journées francophones d'Ingenierie des Connaissances (IC’10), Nîmes, juin, 2009"
communications,2009,Abraham Maryvonne,Are ontologies involved in natural language processing ?,"FLAIRS-22 (22nd International Florida Artificial Intelligence, Research Society Conference), Sanibel Island, Florida, 19-21 mai, [ ]"
communications,2009,"Alrahabi Motasem, Desclés Jean-Pierre",EXCOM : Plate-forme d'annotation se&#769;mantique de textes multilingues,"TALN 2009, Senlis, 24-26 juin 2009, [ ]"
communications,2009,"Battistelli Delphine, Antonietta Folino, Patricia Geretto, Ludivine Kuznik, Jean-Luc Minel, Florence Amardeilh",“Confortation”: about a new qualitative category for analyzing biomedical texts,"Actes Workshop ISWC’2009 Semantic Web Applications in Scientific Discourse, Washington, USA, 25-29 October 2009"
communications,2009,"Battistelli Delphine, Florence Amardeilh","Knowledge Claims in Scientific Literature, Uncertainty and Semantic Annotation: A Case Study in the Biological Domain","Actes Semantic Authoring, Annotation and Knowledge Markup workshop (SAAKM’09), Redondo Beach, California, USA, 1-4 octobre 2009, 10 pages"
communications,2009,"Bertin Marc, Atanassova Iana, Descles Jean-Pierre",Automatic Analysis of Author Judgment in Scientific Articles Based on Semantic Annotation,"FLAIRS-22 (22nd International Florida Artificial Intelligence, Research Society Conference), Sanibel Island, Florida, 19-21 mai, [ ] [ ]"
communications,2009,"Bertin Marc, Atanassova Iana, Desclés Jean-Pierre",Extraction of Authors' Definitions Using Indexed Reference Identification,"RANLP-2009, First Workshop on Definition Extraction, Borovetz, Bulgarie, 18 septembre 2009, [ ] [ ]"
communications,2009,"Desclés Jean-Pierre, Arena Aurélien",Toward a formal ontology of time and aspect,"FLAIRS-22 (22nd International Florida Artificial Intelligence, Research Society Conference), Sanibel Island, Florida, 19-21 mai, [ ]"
communications,2009,"Desclés Julien, Alrahabi Motasem, Desclés Jean-Pierre",BioExcom: Automatic Annotation and categorization of speculative sentences in biological literature by a Contextual Exploration processing,"4th Language &amp; Technology Conference, Pozna&#324;, Poland, [ ]"
communications,2009,"Desclés Julien, Alrahabi Motasem, Desclés Jean-Pierre, Blais Antoine",Automatic Annotation by BioExcom for categoriz-ing prior and new speculations in biological papers,"Proceedings of The 3rd International Symposium on Languages in Biology and Medicine (LBM), Jeju Island, South Korea, November 8-10"
communications,2009,Gwiazdecka Ewa,Annotation of Terminology from Protocols in Polish Controlled Language,"Proceedings of International Symposium on Data and Sens Mining, Machine Translations and Controlled Languages, Bulag, Centre Tesnière, Besançon, July 1-3, 2009, 121-126"
communications,2009,"Le Priol Florence, Diego Pacheco Cristina, Jambou Louis",Les techniques informatiques au service des connaissances musicales de la renaissance,"Digital Humanities 2009, University of Mariland, 22-25 june, [ ]"
communications,2009,"Passant Alexandre, Laublet Philippe, Breslin John et Decker Stefan",Semantic Search for Enterprise 2.0,"Proceedings of the Semantic Search 2009 (SemSearch2009) Workshop at 18th World Wide Web conference (WWW2009), Madrid, Spain, 04/2009"
communications,2009,"Passant Alexandre, Laublet Philippe, Breslin John, et Decker Stefan",SemSLATES: Improving Enterprise 2.0 Information Systems thanks to Semantic Web Technologies,"The 5th International Conference on Collaborative Computing, Networking, Applications and Worksharing , CollaborateCom, Washington, USA, November 2009"
communications,2009,Pognan Patrice,Bases de données pour l'étude d'un groupe de langues: l'exemple des langues slaves de l'Ouest,"8èmes Journées scientifiques du réseau LTT de l’AUF, Lisbonne (Portugal), octobre 2009"
communications,2009,Pognan Patrice,"Définition d'une base de données linguistiques ""à tout faire"" comprenant le français - comme langue pivot - et les langues slaves de l'Ouest","Congrès international Studia Romanistica Beliana, Banská Bystrica (Slovaquie)"
communications,2009,Pognan Patrice,Définition d’un prototype général de bases de données (étude des langues slaves de l’Ouest dans une visée multilingue),"Metalanguage and Encoding Scheme Design for Digital Lexicography – Innovative Solutions for Lexical Entry Design in Slavic Lexicography, MONDILEX Third Open Workshop, Académie des Sciences Slovaque, Bratislava (Slovaquie)"
communications,2009,"Stankovic Milan, Passant Alexandre et Laublet Philippe",Directing Status Messages to their Audience in Online Communities,"The MALLOW Workshop on Coordination, Organization, Institutions and Norms in agent systems in on-line communities (COIN2009), Torino, Italy, 09/2009"
communications,2009,"Stankovic Milan, Passant Alexandre,and Laublet Philippe",Status Messages for the Right Audience with an Ontology-Based Approach,"In Proceedings of The First International Workshop On Collaborative Social Networks (CollaborateSN 2009). In conjuction with CollaborateCom 2009, Crystal City, Washington D.C., USA, November 11-14"
communications,2009,"Taïfi Miloud, Pognan Patrice","Traitements automatiques du « Dictionnaire raisonné berbère – français, Parlers du Maroc","8èmes Journées scientifiques du réseau LTT de l’AUF, Lisbonne (Portugal), octobre 2009"
communications,2009,"Taïfi Miloud, Pognan Patrice",Vybudování databází na základ&#283; slovníku jako korpus (Construction d’une base de données à partir d’un dictionnaire en tant que corpus),"Congrès international Slovko 2009 (NLP, Corpus Linguistics), Smolenice / Bratislava (Slovaquie), 2008"
communications,2008,"Alrahabi Motasem , Desclés Jean-Pierre","Automatic annotation of direct reported speech in Arabic and French, according to semantic map of enunciative modalities","6th International Conference on Natural Language Processing, GoTAL, Gothenburg, Sweden, August 25-27, 41-51 [ ]"
communications,2008,"Atanassova Iana, Blais Antoine, Desclés Jean-Pierre",A Cross-lingual Approach to the Discourse Automatic Annotation : Application to French and Bulgarian,"FLAIRS-21 (21th International Florida Artificial Intelligence Research Society Conference), Miami, Florida, 15-17 may, 450-455 [ ] [ ]"
communications,2008,"Atanassova Iana, Desclés Jean-Pierre, Franchi Aurélien, Le Priol Florence",La plate-forme EXCOM comme outil automatique d'annotations sémantiques des textes pour la catégorisation d'informations sur le Web,"Colloque ""Internet : besoin de communiquer autrement"", Université St. Clément d'Ohride, Sofia, Bulgarie, 25-26 octobre, [ ] [ ]"
